2011, 1, 5,  10000000
2011, 1, 6,   9999595
2011, 1, 7,  10003165
2011, 1,10,  10012630
2011, 1,11,  10011415
2011, 1,12,  10015570
2011, 1,13,  10017445
2011, 1,14,  10021630
2011, 1,18,  10009930
2011, 1,19,  10007230
2011, 1,20,   9998035
