2008, 1, 3,     50000
2008, 1, 4,     49893
2008, 1, 7,     49875
2008, 1, 8,     49846
2008, 1, 9,     49801
2008, 1,10,     49844
2008, 1,11,     49844
2008, 1,14,     49844
2008, 1,15,     49844
2008, 1,16,     49844
2008, 1,17,     49844
2008, 1,18,     49844
2008, 1,22,     49844
2008, 1,23,     49917
2008, 1,24,     49965
2008, 1,25,     50151
2008, 1,28,     50377
2008, 1,29,     50419
2008, 1,30,     50411
2008, 1,31,     50411
2008, 2, 1,     50411
2008, 2, 4,     50411
2008, 2, 5,     50411
2008, 2, 6,     50395
2008, 2, 7,     50374
2008, 2, 8,     50245
2008, 2,11,     50386
2008, 2,12,     50433
2008, 2,13,     50536
2008, 2,14,     50514
2008, 2,15,     50510
2008, 2,19,     50510
2008, 2,20,     50510
2008, 2,21,     50510
2008, 2,22,     50510
2008, 2,25,     50510
2008, 2,26,     50510
2008, 2,27,     50510
2008, 2,28,     50510
2008, 2,29,     50510
2008, 3, 3,     50510
2008, 3, 4,     50500
2008, 3, 5,     50525
2008, 3, 6,     50441
2008, 3, 7,     50511
2008, 3,10,     50998
2008, 3,11,     50978
2008, 3,12,     50952
2008, 3,13,     50905
2008, 3,14,     50908
2008, 3,17,     50872
2008, 3,18,     50872
2008, 3,19,     50872
2008, 3,20,     50872
2008, 3,24,     50872
2008, 3,25,     50872
2008, 3,26,     50872
2008, 3,27,     50872
2008, 3,28,     50872
2008, 3,31,     50872
2008, 4, 1,     50872
2008, 4, 2,     50872
2008, 4, 3,     50872
2008, 4, 4,     50872
2008, 4, 7,     50872
2008, 4, 8,     50872
2008, 4, 9,     50872
2008, 4,10,     50872
2008, 4,11,     50872
2008, 4,14,     50872
2008, 4,15,     50872
2008, 4,16,     50872
2008, 4,17,     50872
2008, 4,18,     50872
2008, 4,21,     50872
2008, 4,22,     50872
2008, 4,23,     50872
2008, 4,24,     50872
2008, 4,25,     50872
2008, 4,28,     50872
2008, 4,29,     50872
2008, 4,30,     50872
2008, 5, 1,     50872
2008, 5, 2,     50872
2008, 5, 5,     50872
2008, 5, 6,     50872
2008, 5, 7,     50872
2008, 5, 8,     50874
2008, 5, 9,     50875
2008, 5,12,     50897
2008, 5,13,     50900
2008, 5,14,     50897
2008, 5,15,     50897
2008, 5,16,     50897
2008, 5,19,     50899
2008, 5,20,     50892
2008, 5,21,     50878
2008, 5,22,     50877
2008, 5,23,     50876
2008, 5,27,     50873
2008, 5,28,     50861
2008, 5,29,     50849
2008, 5,30,     50869
2008, 6, 2,     50845
2008, 6, 3,     50845
2008, 6, 4,     50845
2008, 6, 5,     50845
2008, 6, 6,     50845
2008, 6, 9,     50845
2008, 6,10,     50845
2008, 6,11,     50845
2008, 6,12,     50839
2008, 6,13,     50882
2008, 6,16,     50947
2008, 6,17,     50871
2008, 6,18,     51426
2008, 6,19,     51462
2008, 6,20,     51449
2008, 6,23,     51381
2008, 6,24,     51344
2008, 6,25,     51365
2008, 6,26,     51295
2008, 6,27,     51184
2008, 6,30,     51155
2008, 7, 1,     51134
2008, 7, 2,     51146
2008, 7, 3,     51132
2008, 7, 7,     51132
2008, 7, 8,     51214
2008, 7, 9,     51152
2008, 7,10,     51190
2008, 7,11,     51192
2008, 7,14,     50878
2008, 7,15,     50959
2008, 7,16,     51217
2008, 7,17,     51383
2008, 7,18,     51413
2008, 7,21,     51440
2008, 7,22,     51619
2008, 7,23,     51594
2008, 7,24,     51532
2008, 7,25,     51540
2008, 7,28,     52014
2008, 7,29,     52180
2008, 7,30,     52166
2008, 7,31,     52132
2008, 8, 1,     52155
2008, 8, 4,     52161
2008, 8, 5,     52144
2008, 8, 6,     52174
2008, 8, 7,     52184
2008, 8, 8,     52205
2008, 8,11,     52234
2008, 8,12,     52242
2008, 8,13,     52242
2008, 8,14,     52242
2008, 8,15,     52242
2008, 8,18,     52242
2008, 8,19,     52242
2008, 8,20,     52242
2008, 8,21,     52242
2008, 8,22,     52292
2008, 8,25,     52245
2008, 8,26,     52253
2008, 8,27,     52250
2008, 8,28,     52280
2008, 8,29,     52280
2008, 9, 2,     52277
2008, 9, 3,     52262
2008, 9, 4,     52224
2008, 9, 5,     52262
2008, 9, 8,     52265
2008, 9, 9,     52265
2008, 9,10,     52265
2008, 9,11,     52265
2008, 9,12,     52265
2008, 9,15,     52265
2008, 9,16,     50551
2008, 9,17,     47624
2008, 9,18,     48746
2008, 9,19,     50777
2008, 9,22,     52820
2008, 9,23,     52847
2008, 9,24,     52834
2008, 9,25,     52864
2008, 9,26,     52863
2008, 9,29,     52780
2008, 9,30,     53134
2008,10, 1,     53011
2008,10, 2,     53005
2008,10, 3,     53035
2008,10, 6,     53475
2008,10, 7,     53261
2008,10, 8,     53170
2008,10, 9,     53006
2008,10,10,     53269
2008,10,13,     54204
2008,10,14,     56411
2008,10,15,     55463
2008,10,16,     55998
2008,10,17,     55983
2008,10,20,     56138
2008,10,21,     55952
2008,10,22,     55605
2008,10,23,     55229
2008,10,24,     55069
2008,10,27,     54933
2008,10,28,     55408
2008,10,29,     55657
2008,10,30,     55845
2008,10,31,     56064
2008,11, 3,     56142
2008,11, 4,     56206
2008,11, 5,     56164
2008,11, 6,     56115
2008,11, 7,     56420
2008,11,10,     56081
2008,11,11,     55427
2008,11,12,     54900
2008,11,13,     55657
2008,11,14,     55224
2008,11,17,     54912
2008,11,18,     54883
2008,11,19,     54115
